# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Mon Aug  7 13:50:02 2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# User preference: *,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# CONSTRAINT:  where (default_flag = 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# CONSTRAINT:  and disc_facility like '%TESS%',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# CONSTRAINT:  and pl_orbsmaxstr not null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# CONSTRAINT:  and pl_radestr not null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# CONSTRAINT:  and pl_massestr not null),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_name:        Planet Name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN default_flag:   Default Parameter Set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN disc_facility:  Discovery Facility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_refname:     Planetary Parameter Reference,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbper:      Orbital Period [days],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbperlim:   Orbital Period Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_rade:        Planet Radius [Earth Radius],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_radelim:     Planet Radius Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_masse:       Planet Mass [Earth Mass],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_masseerr1:   Planet Mass [Earth Mass] Upper Unc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_masseerr2:   Planet Mass [Earth Mass] Lower Unc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_masselim:    Planet Mass [Earth Mass] Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbeccen:    Eccentricity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN ttv_flag:       Data show Transit Timing Variations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_rad:         Stellar Radius [Solar Radius],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_radlim:      Stellar Radius Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_mass:        Stellar Mass [Solar mass],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_masslim:     Stellar Mass Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN sy_dist:        Distance [pc],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN sy_disterr1:    Distance [pc] Upper Unc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN sy_disterr2:    Distance [pc] Lower Unc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pl_name,default_flag,disc_facility,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,ttv_flag,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,sy_dist,sy_disterr1,sy_disterr2
TOI-530 b,1,Transiting Exoplanet Survey Satellite (TESS),<a refstr=GAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.511...83G/abstract target=ref>Gan et al. 2022</a>,6.387597,0.000019,-0.000018,0,0.052,0.005,-0.004,0,9.303,0.673,-0.673,0,127.13136,28.60456,-31.78284,0,0,,,0,0,0.54,0.03,-0.03,0,0.53,0.02,-0.02,0,148.762,1.109,-1.093
TOI-532 b,1,Transiting Exoplanet Survey Satellite (TESS),<a refstr=KANODIA_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..135K/abstract target=ref>Kanodia et al. 2021</a>,2.3266508,0.000003,-0.000003,0,0.0296,0.00035,-0.00035,0,5.82,0.19,-0.19,0,61.5,9.7,-9.3,0,0,,,0,0,0.61,0.01,-0.01,0,0.64,0.02,-0.02,0,135.047,0.548,-0.548
TOI-5542 b,1,Transiting Exoplanet Survey Satellite (TESS),<a refstr=GRIEVES_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220914830G/abstract target=ref>Grieves et al. 2022</a>,75.12375,0.00019,-0.00018,0,0.332,0.016,-0.016,0,11.31,0.404,-0.392,0,419.5335,31.78284,-31.78284,0,0.018,0.026,-0.013,0,0,1.06,0.04,-0.04,0,0.89,0.06,-0.03,0,348.849,3.678,-3.604
TOI-558 b,1,Transiting Exoplanet Survey Satellite (TESS),<a refstr=IKWUT_UKWA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163....9I/abstract target=ref>Ikwut-Ukwa et al. 2022</a>,14.574071,0.000026,-0.000026,0,0.1291,0.002,-0.0021,0,12.173,0.46,-0.426,0,1147.36055,47.67426,-47.67426,0,0.298,0.022,-0.02,0,0,1.5,0.04,-0.04,0,1.35,0.06,-0.07,0,402.63,3.855,-3.784
TOI-559 b,1,Transiting Exoplanet Survey Satellite (TESS),<a refstr=IKWUT_UKWA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163....9I/abstract target=ref>Ikwut-Ukwa et al. 2022</a>,6.9839095,0.0000051,-0.0000051,0,0.0723,0.0013,-0.0013,0,12.229,0.314,-0.28,0,1910.14873,76.27882,-73.10053,0,0.151,0.012,-0.011,0,0,1.23,0.03,-0.03,0,1.03,0.06,-0.06,0,233.266,1.542,-1.521
TOI-561 b,1,Transiting Exoplanet Survey Satellite (TESS),<a refstr=LACEDELLI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.511.4551L/abstract target=ref>Lacedelli et al. 2022</a>,0.4465688,0.0000007,-0.0000008,0,0.0106,0.0001,-0.0001,0,1.425,0.037,-0.037,0,2,0.23,-0.23,0,0,,,0,0,0.84,0.01,-0.01,0,0.81,0.04,-0.04,0,85.799,0.4988,-0.4932
TOI-561 c,1,Transiting Exoplanet Survey Satellite (TESS),<a refstr=LACEDELLI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.511.4551L/abstract target=ref>Lacedelli et al. 2022</a>,10.778831,0.000034,-0.000036,0,0.0884,0.0009,-0.0009,0,2.91,0.04,-0.04,0,5.39,0.69,-0.68,0,0.03,0.035,-0.021,0,0,0.84,0.01,-0.01,0,0.81,0.04,-0.04,0,85.799,0.4988,-0.4932
TOI-561 d,1,Transiting Exoplanet Survey Satellite (TESS),<a refstr=LACEDELLI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.511.4551L/abstract target=ref>Lacedelli et al. 2022</a>,25.7124,0.0001,-0.0002,0,0.158,0.002,-0.002,0,2.82,0.07,-0.07,0,13.2,1,-0.9,0,0.122,0.054,-0.048,0,0,0.84,0.01,-0.01,0,0.81,0.04,-0.04,0,85.799,0.4988,-0.4932
TOI-561 e,1,Transiting Exoplanet Survey Satellite (TESS),<a refstr=LACEDELLI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.511.4551L/abstract target=ref>Lacedelli et al. 2022</a>,77.03,0.25,-0.24,0,0.328,0.003,-0.003,0,2.55,0.12,-0.13,0,12.6,1.4,-1.4,0,0.079,0.058,-0.05,0,0,0.84,0.01,-0.01,0,0.81,0.04,-0.04,0,85.799,0.4988,-0.4932
TOI-564 b,1,Transiting Exoplanet Survey Satellite (TESS),<a refstr=DAVIS_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..229D/abstract target=ref>Davis et al. 2020</a>,1.651144,0.000018,-0.000018,0,0.02734,0.00061,-0.00053,0,11.433,7.958,-3.251,0,464.98529,31.783,-30.51168,0,0.072,0.083,-0.05,0,0,1.09,0.01,-0.01,0,1,0.07,-0.06,0,199.581,1.27,-1.253
TOI-5678 b,1,Transiting Exoplanet Survey Satellite (TESS),<a refstr=ULMER_MOLL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230604295U/abstract target=ref>Ulmer-Moll et al. 2023</a>,47.73022,0.00014,-0.00013,0,0.249,0.005,-0.005,0,4.91,0.08,-0.08,0,20,4,-4,0,0.14,0.07,-0.07,0,0,0.94,0.01,-0.01,0,0.91,0.04,-0.04,0,165.393,0.703,-0.698
TOI-615 b,1,Transiting Exoplanet Survey Satellite (TESS),<a refstr=PSARIDI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...675A..39P/abstract target=ref>Psaridi et al. 2023</a>,4.6615983,0.0000025,-0.0000016,0,0.0678,0.0031,-0.0026,0,18.977,0.583,-0.639,0,138.25536,27.33324,-26.06193,0,0.39,,,1,0,1.73,0.06,-0.06,0,1.45,0.09,-0.09,0,360.408,3.993,-3.909
TOI-622 b,1,Transiting Exoplanet Survey Satellite (TESS),<a refstr=PSARIDI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...675A..39P/abstract target=ref>Psaridi et al. 2023</a>,6.402513,0.000031,-0.000054,0,0.0708,0.0052,-0.0059,0,9.236,0.314,-0.325,0,96.30201,21.93016,-22.88365,0,0.42,,,1,0,1.42,0.05,-0.05,0,1.31,0.08,-0.08,0,123.297,0.471,-0.467
TOI-628 b,1,Transiting Exoplanet Survey Satellite (TESS),<a refstr=RODRIGUEZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..194R/abstract target=ref>Rodriguez et al. 2021</a>,3.4095675,0.000007,-0.0000069,0,0.0486,0.0008,-0.00094,0,11.882,0.46,-0.381,0,2011.8639,92.1707,-98.5273,0,0.072,0.021,-0.023,0,0,1.34,0.05,-0.04,0,1.31,0.07,-0.07,0,178.68,3.04,-2.942
TOI-640 b,1,Transiting Exoplanet Survey Satellite (TESS),<a refstr=RODRIGUEZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..194R/abstract target=ref>Rodriguez et al. 2021</a>,5.0037775,0.0000048,-0.0000048,0,0.06608,0.00098,-0.0011,0,19.851,0.673,-0.628,0,279.6904,50.8528,-50.8528,0,0.05,0.054,-0.035,0,0,2.08,0.06,-0.06,0,1.54,0.07,-0.08,0,341.997,2.839,-2.794
TOI-674 b,1,Transiting Exoplanet Survey Satellite (TESS),<a refstr=MURGAS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...653A..60M/abstract target=ref>Murgas et al. 2021</a>,1.977143,0.000003,-0.000003,0,0.025,0.0008,-0.0008,0,5.25,0.17,-0.17,0,23.6,3.3,-3.3,0,0,,,0,0,0.42,0.01,-0.01,0,0.42,0.01,-0.01,0,46.0851,0.1159,-0.1153
TOI-677 b,1,Transiting Exoplanet Survey Satellite (TESS),<a refstr=JORD_AACUTE_N_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..145J/abstract target=ref>Jord&aacute;n et al. 2020</a>,11.2366,0.00011,-0.00011,0,0.1038,0.0017,-0.0017,0,13.115,0.336,-0.336,0,392.83788,21.93027,-21.29461,0,0.435,0.024,-0.024,0,0,1.28,0.03,-0.03,0,1.18,0.06,-0.06,0,141.812,0.622,-0.617
TOI-733 b,1,Transiting Exoplanet Survey Satellite (TESS),<a refstr=GEORGIEVA_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230406655G/abstract target=ref>Georgieva et al. 2023</a>,4.884765,0.000019,-0.000024,0,0.0618,0.0036,-0.0039,0,1.992,0.085,-0.09,0,5.72,0.7,-0.68,0,0.046,0.056,-0.033,0,0,0.95,0.01,-0.01,0,0.96,0.05,-0.03,0,75.2092,0.1764,-0.1756
TOI-763 b,1,Transiting Exoplanet Survey Satellite (TESS),<a refstr=FRIDLUND_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.498.4503F/abstract target=ref>Fridlund et al. 2020</a>,5.6057,0.0013,-0.0013,0,0.06,0.0006,-0.0006,0,2.28,0.11,-0.11,0,9.79,0.78,-0.78,0,0.04,0.04,-0.03,0,0,0.9,0.01,-0.01,0,0.92,0.03,-0.03,0,95.1274,0.4536,-0.4495
TOI-763 c,1,Transiting Exoplanet Survey Satellite (TESS),<a refstr=FRIDLUND_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.498.4503F/abstract target=ref>Fridlund et al. 2020</a>,12.2737,0.0053,-0.0077,0,0.1011,0.001,-0.001,0,2.63,0.12,-0.12,0,9.32,1.02,-1.02,0,0.04,0.04,-0.03,0,0,0.9,0.01,-0.01,0,0.92,0.03,-0.03,0,95.1274,0.4536,-0.4495
TOI-776 b,1,Transiting Exoplanet Survey Satellite (TESS),<a refstr=LUQUE_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...645A..41L/abstract target=ref>Luque et al. 2021</a>,8.24661,0.00005,-0.00004,0,0.0652,0.0015,-0.0015,0,1.85,0.13,-0.13,0,4,0.9,-0.9,0,0.06,0.03,-0.02,0,0,0.54,0.02,-0.02,0,0.54,0.03,-0.03,0,27.1701,0.03205,-0.03205
TOI-776 c,1,Transiting Exoplanet Survey Satellite (TESS),<a refstr=LUQUE_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...645A..41L/abstract target=ref>Luque et al. 2021</a>,15.6653,0.0004,-0.0003,0,0.1,0.0024,-0.0024,0,2.02,0.14,-0.14,0,5.3,1.8,-1.8,0,0.04,0.02,-0.01,0,0,0.54,0.02,-0.02,0,0.54,0.03,-0.03,0,27.1701,0.03205,-0.03205
TOI-778 b,1,Transiting Exoplanet Survey Satellite (TESS),<a refstr=CLARK_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..207C/abstract target=ref>Clark et al. 2023</a>,4.633611,0.000001,-0.000001,0,0.06,0.003,-0.003,0,15.4,0.5,-0.5,0,878,77,-72,0,0.21,0.04,-0.04,0,0,1.71,0.05,-0.05,0,1.4,0.05,-0.05,0,161.743,1.123,-1.108
TOI-784 b,1,Transiting Exoplanet Survey Satellite (TESS),<a refstr=HUA_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230614655H/abstract target=ref>Hua et al. 2023</a>,2.7970365,0.0000031,-0.000003,0,0.038,0.001,-0.001,0,1.93,0.11,-0.09,0,9.67,0.83,-0.82,0,0,,,0,0,0.91,0.02,-0.02,0,0.91,0.1,-0.1,0,64.5997,0.1104,-0.11
TOI-824 b,1,Transiting Exoplanet Survey Satellite (TESS),<a refstr=BURT_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..153B/abstract target=ref>Burt et al. 2020</a>,1.392978,0.000018,-0.000017,0,0.02177,0.00032,-0.00032,0,2.926,0.202,-0.191,0,18.467,1.843,-1.875,0,,,,,0,0.69,0.03,-0.03,0,0.71,0.03,-0.03,0,63.9262,0.1435,-0.1428
TOI-836 b,1,Transiting Exoplanet Survey Satellite (TESS),<a refstr=HAWTHORN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp..458H/abstract target=ref>Hawthorn et al. 2023</a>,3.81673,0.00001,-0.00001,0,0.0422,0.00093,-0.00093,0,1.704,0.067,-0.067,0,4.53,0.92,-0.86,0,0.053,0.042,-0.042,0,0,0.67,0.01,-0.01,0,0.68,0.05,-0.04,0,27.5024,0.0294,-0.0293
TOI-836 c,1,Transiting Exoplanet Survey Satellite (TESS),<a refstr=HAWTHORN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp..458H/abstract target=ref>Hawthorn et al. 2023</a>,8.59545,0.00001,-0.00001,0,0.075,0.0016,-0.0016,0,2.587,0.088,-0.088,0,9.6,2.7,-2.5,0,0.078,0.056,-0.056,0,1,0.67,0.01,-0.01,0,0.68,0.05,-0.04,0,27.5024,0.0294,-0.0293
TOI-849 b,1,Transiting Exoplanet Survey Satellite (TESS),<a refstr=ARMSTRONG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020Natur.583...39A/abstract target=ref>Armstrong et al. 2020</a>,0.76552414,0.00000262,-0.00000279,0,0.01598,0.00013,-0.00014,0,3.444,0.157,-0.115,0,39.09,2.66,-2.55,0,0,0,0,0,0,0.92,0.03,-0.02,0,0.93,0.02,-0.02,0,225.734,1.569,-1.547
TOI-892 b,1,Transiting Exoplanet Survey Satellite (TESS),<a refstr=BRAHM_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..235B/abstract target=ref>Brahm et al. 2020</a>,10.62656,0.00007,-0.00007,0,0.092,0.005,-0.005,0,11.994,0.224,-0.224,0,301.9385,22.2481,-22.2481,0,0.125,,,1,0,1.39,0.02,-0.02,0,1.28,0.03,-0.02,0,340.543,4.894,-4.76
TOI-905 b,1,Transiting Exoplanet Survey Satellite (TESS),<a refstr=DAVIS_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..229D/abstract target=ref>Davis et al. 2020</a>,3.739494,0.000038,-0.000038,0,0.04666,0.00096,-0.0011,0,13.126,0.594,-0.572,0,211.99261,13.34886,-13.03103,0,0.024,0.025,-0.017,0,0,0.92,0.04,-0.04,0,0.97,0.06,-0.07,0,158.649,0.725,-0.718
TOI-908 b,1,Transiting Exoplanet Survey Satellite (TESS),<a refstr=HAWTHORN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp.1796H/abstract target=ref>Hawthorn et al. 2023</a>,3.183792,0.000007,-0.000007,0,0.041657,0.000002,-0.000002,0,3.186,0.155,-0.155,0,16.137,4.112,-4.039,0,0.132,0.091,-0.091,0,0,1.03,0.03,-0.03,0,0.95,0.01,-0.01,0,175.748,0.638,-0.634
TOI-954 b,1,Transiting Exoplanet Survey Satellite (TESS),<a refstr=SHA_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...82S/abstract target=ref>Sha et al. 2021</a>,3.6849729,0.0000027,-0.0000028,0,0.04963,0.00089,-0.0009,0,9.55,0.594,-0.695,0,55.30242,5.72094,-5.40311,0,0.14,0.18,-0.11,0,0,1.89,0.08,-0.08,0,1.2,0.07,-0.06,0,238.768,1.905,-1.875
TOI-969 b,1,Transiting Exoplanet Survey Satellite (TESS),<a refstr=LILLO_BOX_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221008996L/abstract target=ref>Lillo-Box et al. 2022</a>,1.8237305,0.000002,-0.0000021,0,0.02636,0.00017,-0.00017,0,2.765,0.088,-0.097,0,9.1,1,-1,0,,,,,0,0.67,0.01,-0.01,0,0.73,0.01,-0.01,0,77.2554,0.3267,-0.324
WASP-132 c,1,Transiting Exoplanet Survey Satellite (TESS),<a refstr=HORD_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220502501H/abstract target=ref>Hord et al. 2022</a>,1.011534,0.000005,-0.000005,0,0.0182,0.0003,-0.0003,0,1.85,0.1,-0.1,0,37.35,,,1,0.13,0.2,-0.09,0,0,0.75,0.03,-0.03,0,0.78,0.03,-0.03,0,122.91,0.568,-0.562
WASP-84 c,1,Transiting Exoplanet Survey Satellite (TESS),<a refstr=MACIEJEWSKI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmpL..77M/abstract target=ref>Maciejewski et al. 2023</a>,1.4468849,0.0000022,-0.0000016,0,0.02359,0.001,-0.001,0,1.95,0.12,-0.12,0,15.2,4.5,-4.2,0,,,,,0,0.77,0.02,-0.02,0,0.85,0.04,-0.04,0,100.588,0.489,-0.484
WD 1856+534 b,1,Transiting Exoplanet Survey Satellite (TESS),<a refstr=VANDERBURG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020Natur.585..363V/abstract target=ref>Vanderburg et al. 2020</a>,1.4079405,0.0000011,-0.0000011,0,0.0204,0.0012,-0.0012,0,10.4,1,-1,0,4386.054,,,0,0,,,0,0,0.01,0,0,0,0.52,0.06,-0.06,0,24.7359,0.0435,-0.0433
